C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_47_364.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_47_364.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_47_364.jpg,0,0,0,7.93E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_47_687.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_47_687.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_47_687.jpg,0,0,0,7.83E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_47_851.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_47_851.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_47_851.jpg,0,0,0,7.89E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_48_050.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_48_050.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_48_050.jpg,0,0,0,7.81E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_48_235.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_48_235.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_48_235.jpg,0,0,0,7.89E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_48_458.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_48_458.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_48_458.jpg,0,0,0,8.20E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_48_676.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_48_676.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_48_676.jpg,0,0,0,8.13E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_48_896.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_48_896.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_48_896.jpg,0,0,0,8.04E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_49_063.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_49_063.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_49_063.jpg,0,0,0,7.79E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_49_194.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_49_194.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_49_194.jpg,0,0,0,7.89E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_49_317.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_49_317.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_49_317.jpg,0,0,0,7.82E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_49_438.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_49_438.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_49_438.jpg,0,0,0,7.80E-05
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_49_613.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_49_613.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_49_613.jpg,0,0.5177079,0,0.9746924
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_49_770.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_49_770.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_49_770.jpg,0,0.9858583,0,2.797935
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_49_919.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_49_919.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_49_919.jpg,0,1,0,4.670488
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_50_037.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_50_037.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_50_037.jpg,0,1,0,6.060183
C:\Users\hp\Desktop\Self_Driving\Data\IMG\center_2020_05_10_19_17_50_226.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\left_2020_05_10_19_17_50_226.jpg, C:\Users\hp\Desktop\Self_Driving\Data\IMG\right_2020_05_10_19_17_50_226.jpg,-0.5596041,1,0,7.962195
